genero,plataforma,idioma,dia_lanzamiento,anno_lanzamiento,duracion_seg,tempo_bpm,energia,valencia,bailabilidad,instrumentalidad,loudness_db,popularidad_artista,num_colaboraciones,semanas_en_charts,reproducciones_millones,gastos_produccion_usd,sello_discografico,streams_categoria
Pop,Spotify,Espanol,Jueves,2011,203,117,0.491,0.47,0.713,0.018,-9.8,8,0,40,5.75,365590.0,Warner,1
R&B,Spotify,Espanol,Martes,2024,229,146,0.464,0.341,0.385,0.052,-6.7,96,0,16,0.76,109392.0,Independiente,0
Rock,Spotify,Ingles,Domingo,2013,225,120,0.718,0.448,0.762,0.255,-11.6,37,1,22,9.82,414255.0,Universal,0
R&B,YouTube Music,Ingles,Viernes,2014,139,106,0.623,0.677,0.236,0.079,-8.4,64,0,38,9.12,325585.0,Independiente,0
Rock,Apple Music,Frances,Jueves,2010,234,91,0.687,0.671,0.736,0.106,-5.8,57,1,1,14.83,366058.0,Independiente,1
Electronica,Spotify,Ingles,Sabado,2022,261,71,0.854,0.669,0.6,0.228,-14.8,17,0,40,3.67,433916.0,Universal,1
Jazz,YouTube Music,Espanol,Viernes,2023,194,104,0.266,0.668,0.56,0.062,-2.7,5,1,26,15.83,197950.0,Sony,1
Reggaeton,YouTube Music,Ingles,Domingo,2019,273,131,0.573,0.369,0.542,0.361,-9.7,26,1,48,3.28,89465.0,Universal,0
Rock,Deezer,Ingles,Miercoles,2017,191,109,0.789,0.186,0.782,0.067,-13.9,31,0,18,11.91,,Sony,1
Rock,YouTube Music,Portugues,Miercoles,2022,148,98,0.79,0.416,0.662,0.037,-0.9,14,0,42,10.3,216567.0,Warner,1
Pop,Apple Music,Ingles,Miercoles,2010,204,115,0.437,0.804,0.972,0.075,-11.0,19,0,15,5.58,103502.0,Universal,0
Rock,Spotify,Espanol,Sabado,2011,197,116,0.456,0.429,0.671,<null>,-2.2,80,1,43,3.22,465199.0,Sony,2
Electronica,Spotify,Ingles,Jueves,2019,252,108,0.249,0.611,0.678,0.004,-1.3,36,1,23,16.55,293065.0,Universal,0
Cumbia,Spotify,Ingles,Jueves,2021,170,128,0.799,0.32,0.806,0.104,-9.9,6,0,30,8.21,443124.0,Independiente,0
R&B,Apple Music,Ingles,Miercoles,2023,225,113,0.746,0.61,0.504,0.206,0.6,40,0,4,4.54,,Universal,0
Metal,Deezer,Coreano,Sabado,2011,141,148,0.61,0.372,0.758,<null>,-4.8,54,0,48,0.77,,Warner,1
Metal,Spotify,Ingles,Jueves,2015,188,107,0.484,0.63,0.541,0.415,<null>,41,0,33,6.63,365919.0,Universal,0
Electronica,Spotify,Ingles,Miercoles,2010,194,103,0.804,0.687,0.93,0.056,-2.9,30,0,22,26.35,70656.0,Universal,3
Rock,Spotify,Ingles,Martes,2017,189,111,0.429,0.542,0.774,0.016,<null>,63,0,8,5.14,71294.0,Warner,0
Cumbia,YouTube Music,Espanol,Miercoles,2024,147,134,0.901,0.871,0.705,0.044,-11.2,46,0,51,9.05,264354.0,Sony,3
Electronica,Spotify,Ingles,Sabado,2019,188,128,0.671,0.252,0.471,0.232,-5.5,73,0,17,6.8,115209.0,Independiente,1
Reggaeton,Apple Music,Ingles,Lunes,2011,211,107,0.953,0.3,0.681,0.088,-5.0,49,0,39,3.62,150112.0,Universal,2
Pop,Spotify,Ingles,Martes,2021,252,97,0.739,0.343,0.742,0.096,-1.0,37,1,40,9.48,347448.0,Sony,2
Hip-Hop,Apple Music,Ingles,Sabado,2014,179,91,0.581,0.156,0.494,0.206,-6.8,29,0,25,4.92,112430.0,Warner,0
Hip-Hop,Spotify,Portugues,Domingo,2023,169,94,0.878,0.515,0.456,0.249,-11.5,27,0,25,3.26,238610.0,Independiente,1
R&B,Apple Music,Espanol,Miercoles,2024,300,149,0.9,0.207,0.566,0.016,-1.4,72,0,33,3.09,98904.0,Independiente,1
Reggaeton,Spotify,Espanol,Lunes,2019,124,102,0.621,0.633,0.912,<null>,-5.0,96,1,39,4.33,284800.0,Sony,3
Hip-Hop,YouTube Music,Portugues,Miercoles,2020,179,101,0.868,0.736,0.194,0.098,-13.6,74,0,30,3.04,,Independiente,1
Cumbia,Apple Music,Coreano,Martes,2017,167,132,0.628,0.071,0.662,0.257,-12.9,65,0,27,11.49,,Warner,2
Pop,YouTube Music,Ingles,Miercoles,2019,142,118,0.719,0.801,0.613,0.122,-9.9,67,0,31,15.97,458771.0,Independiente,2
Hip-Hop,Apple Music,Frances,Jueves,2011,206,138,0.353,0.361,0.656,0.002,-3.7,9,0,49,2.65,25222.0,Independiente,0
Pop,Spotify,Espanol,Miercoles,2015,253,143,0.927,0.31,0.767,0.333,-4.8,60,0,24,5.42,336444.0,Universal,2
Metal,Spotify,Espanol,Martes,2012,251,140,0.799,0.104,0.499,0.0,-3.1,12,1,48,7.24,22966.0,Sony,1
Cumbia,Apple Music,Portugues,Viernes,2023,232,108,0.555,0.313,0.641,0.087,-4.4,75,0,24,3.87,14692.0,Sony,1
Rock,Apple Music,Frances,Miercoles,2010,257,66,0.685,0.437,0.344,0.162,-4.9,39,1,7,9.94,408050.0,Sony,0
R&B,Apple Music,Espanol,Jueves,2017,200,85,0.899,0.774,0.443,0.019,-4.3,84,0,37,6.38,292868.0,Independiente,1
Rock,YouTube Music,Espanol,Domingo,2011,210,119,0.64,0.204,0.74,0.044,-3.4,30,2,23,20.33,152889.0,Sony,2
Cumbia,YouTube Music,Espanol,Martes,2016,219,139,0.976,0.528,0.585,0.03,-14.0,42,0,25,3.68,214354.0,Sony,1
Metal,YouTube Music,Espanol,Lunes,2012,260,99,0.446,0.809,0.671,0.144,-3.9,76,0,16,4.74,77288.0,Warner,1
Clasica,Spotify,Portugues,Viernes,2012,193,126,0.275,0.513,0.758,0.004,-11.3,38,0,51,4.16,190532.0,Universal,1
Pop,YouTube Music,Ingles,Domingo,2023,257,109,0.405,0.815,0.904,0.12,-6.8,61,0,22,0.92,326686.0,Warner,0
Cumbia,Spotify,Ingles,Sabado,2018,273,150,0.742,0.627,0.476,0.635,-5.6,52,1,37,17.59,252885.0,Independiente,2
Jazz,YouTube Music,Ingles,Miercoles,2023,222,106,0.579,0.154,0.41,0.429,-1.3,50,1,22,3.57,347029.0,Universal,0
Rock,Spotify,Frances,Martes,2024,242,134,0.706,0.126,0.646,0.075,-3.8,7,0,13,6.21,372396.0,Universal,0
Clasica,Spotify,Espanol,Jueves,2019,162,115,0.676,0.737,0.622,0.049,-9.3,57,0,4,1.63,,Warner,0
Rock,Tidal,Ingles,Jueves,2011,232,123,0.179,0.334,0.809,0.148,-13.1,62,0,34,12.85,408997.0,Warner,0
R&B,YouTube Music,Coreano,Martes,2012,232,107,0.628,0.452,0.565,0.098,-9.5,18,1,26,11.64,177194.0,,1
Pop,Spotify,Espanol,Domingo,2022,220,124,0.599,0.541,0.94,0.002,-17.2,87,1,4,5.18,,Universal,2
Jazz,Spotify,Portugues,Jueves,2014,244,77,0.593,0.562,0.539,0.293,-6.4,79,1,14,9.78,175005.0,Universal,1
Reggaeton,Apple Music,Ingles,Sabado,2012,216,91,0.73,0.376,0.745,0.276,-6.1,35,3,39,4.45,456981.0,Warner,2
Pop,Tidal,Espanol,Domingo,2021,196,98,0.476,0.317,0.779,0.215,-13.1,60,1,8,0.56,446745.0,Universal,0
Rock,Apple Music,Espanol,Viernes,2014,205,130,0.725,0.609,0.609,0.058,-4.4,0,0,20,3.94,370487.0,Warner,0
Pop,Deezer,Ingles,Lunes,2014,206,111,0.557,0.612,0.888,0.651,-10.2,10,1,31,0.89,300743.0,Warner,1
Hip-Hop,Spotify,Ingles,Domingo,2017,209,73,0.251,0.46,0.525,0.303,-9.7,81,0,16,4.64,364609.0,Sony,0
Rock,Apple Music,Ingles,Jueves,2023,195,118,0.876,0.614,0.507,0.061,-8.7,36,0,36,21.09,,Universal,3
Reggaeton,YouTube Music,Espanol,Jueves,2011,193,87,0.376,0.311,0.716,0.016,-7.9,13,1,36,0.46,63468.0,Universal,0
Rock,Apple Music,Ingles,Lunes,2010,235,135,0.581,0.851,0.693,0.259,-3.9,48,0,1,33.88,87986.0,Universal,3
Rock,Spotify,Espanol,Viernes,2022,211,128,0.498,0.132,0.698,0.154,-5.6,1,0,12,0.87,110272.0,Universal,0
Metal,Apple Music,Ingles,Viernes,2017,163,88,0.73,0.251,0.38,0.17,-9.6,58,0,41,3.6,287476.0,Sony,0
Pop,YouTube Music,Ingles,Viernes,2020,232,126,0.647,0.443,0.392,0.003,-8.3,39,1,13,7.83,76592.0,Independiente,0
Cumbia,YouTube Music,Ingles,Sabado,2023,173,150,0.614,0.584,0.477,0.47,-9.6,21,0,14,4.71,355970.0,Universal,0
R&B,YouTube Music,Espanol,Domingo,2015,285,90,0.298,0.471,0.651,0.158,-5.6,85,0,8,10.42,367725.0,Warner,2
Electronica,YouTube Music,Espanol,Jueves,2022,169,119,0.764,0.405,0.834,<null>,-18.8,86,0,15,13.82,323508.0,Sony,2
Reggaeton,YouTube Music,Espanol,Domingo,2017,287,122,0.257,0.316,0.786,0.253,-1.0,5,1,13,7.99,434087.0,Independiente,0
R&B,Spotify,Espanol,Jueves,2013,228,105,0.705,0.55,0.431,0.22,-2.3,99,0,38,2.06,234179.0,Independiente,2
Pop,Apple Music,Espanol,Viernes,2015,193,124,0.582,0.468,0.78,0.181,-2.1,29,2,31,21.05,317340.0,Independiente,2
Pop,YouTube Music,Ingles,Jueves,2011,178,106,0.695,0.912,0.641,0.092,-5.7,30,2,20,4.94,405285.0,Independiente,1
Rock,Deezer,Ingles,Domingo,2016,233,90,0.798,0.266,0.915,0.017,-10.5,58,0,14,0.27,,Universal,1
Clasica,Spotify,Ingles,Miercoles,2012,195,129,0.475,0.689,0.844,0.181,-4.2,76,0,17,11.37,378828.0,Independiente,2
Pop,Apple Music,Ingles,Domingo,2018,180,107,0.443,0.19,0.459,0.089,-6.2,52,1,16,7.32,,Independiente,0
Reggaeton,Spotify,Espanol,Jueves,2016,185,92,0.373,0.495,0.867,0.218,-8.1,22,0,14,4.3,66270.0,Universal,0
Cumbia,Spotify,Coreano,Sabado,2017,208,126,0.681,0.717,0.415,0.224,-4.0,31,2,47,9.55,,Sony,2
R&B,Apple Music,Espanol,Viernes,2023,212,122,0.289,0.737,0.737,0.529,2.1,58,0,27,0.02,399208.0,Independiente,0
Reggaeton,YouTube Music,Ingles,Domingo,2014,258,148,0.79,0.247,0.31,0.162,<null>,21,0,34,5.75,90030.0,Universal,0
Pop,Spotify,Frances,Martes,2024,200,127,0.448,0.22,0.679,0.043,-4.8,100,1,41,5.16,141925.0,Warner,3
R&B,YouTube Music,Ingles,Viernes,2018,232,109,0.77,0.463,0.447,0.326,-1.8,20,0,14,0.4,217827.0,Sony,0
Reggaeton,YouTube Music,Espanol,Martes,2022,192,131,0.772,0.339,0.361,0.192,-10.5,21,0,2,9.32,305165.0,Sony,0
Pop,Deezer,Espanol,Jueves,2021,173,97,0.872,0.901,0.339,0.002,-6.7,81,1,37,9.92,487382.0,Sony,3
Pop,Spotify,Espanol,Jueves,2019,181,147,0.401,0.823,0.56,0.225,-4.7,15,1,51,7.38,207185.0,Sony,2
Cumbia,Apple Music,Ingles,Sabado,2012,90,106,0.483,0.392,0.704,0.037,-5.3,54,0,3,2.03,75091.0,Independiente,0
Electronica,Apple Music,Ingles,Martes,2013,210,84,0.739,0.44,0.806,0.549,-11.5,86,0,34,4.75,495496.0,Universal,2
Clasica,Spotify,Ingles,Domingo,2012,192,105,0.726,0.504,0.426,0.04,-10.6,73,0,50,1.96,234446.0,Warner,1
R&B,Apple Music,Espanol,Viernes,2013,200,107,0.837,0.183,0.65,0.498,-7.1,54,0,51,9.34,292470.0,Universal,2
Reggaeton,YouTube Music,Portugues,Lunes,2014,187,136,0.543,0.766,0.855,0.522,-5.1,38,1,7,0.3,177203.0,Independiente,0
Reggaeton,Spotify,Ingles,Domingo,2015,211,97,0.422,0.678,0.56,0.115,-8.1,58,0,27,17.65,36440.0,Warner,3
Hip-Hop,Deezer,Espanol,Lunes,2018,264,108,0.489,0.921,0.932,0.161,-7.7,28,1,41,7.85,326121.0,Independiente,1
Rock,YouTube Music,Espanol,Viernes,2022,236,118,0.767,0.271,0.446,0.18,2.2,71,0,12,3.35,171819.0,Independiente,0
Hip-Hop,YouTube Music,Ingles,Jueves,2023,175,117,0.535,0.938,0.58,0.427,-11.3,4,0,41,4.26,94807.0,Sony,1
Metal,YouTube Music,Ingles,Martes,2015,268,149,0.723,0.448,0.791,0.348,-12.7,59,0,18,0.43,53447.0,Independiente,1
Electronica,Spotify,Espanol,Domingo,2014,308,130,0.646,0.812,0.625,0.21,-6.2,80,0,33,1.19,167097.0,Warner,1
R&B,YouTube Music,Espanol,Martes,2010,208,101,0.451,0.777,0.461,0.249,-8.3,67,0,37,6.47,471106.0,Universal,0
Hip-Hop,Spotify,Portugues,Viernes,2016,206,131,0.232,0.847,0.716,0.036,-5.6,86,2,30,5.3,182651.0,Universal,3
Electronica,Tidal,Espanol,Viernes,2020,243,110,0.782,0.396,0.291,0.058,-9.1,32,1,4,0.55,446983.0,Sony,0
Electronica,Spotify,Espanol,Miercoles,2011,236,153,0.779,0.055,0.354,0.207,-5.4,89,0,28,0.32,201139.0,Independiente,2
Reggaeton,Spotify,Portugues,Sabado,2013,193,112,0.375,0.775,0.724,0.134,-1.0,59,1,16,5.92,117146.0,Independiente,1
Jazz,Apple Music,Ingles,Martes,2018,189,133,0.717,0.588,0.623,0.125,-3.6,95,0,35,2.41,437461.0,Warner,1
Rock,Spotify,Ingles,Sabado,2019,192,139,0.747,0.545,0.736,0.141,-9.6,89,2,50,8.63,350843.0,Universal,2
Reggaeton,Apple Music,Ingles,Miercoles,2018,260,111,0.28,0.642,0.383,0.008,-7.7,54,0,34,14.68,437632.0,Universal,3
Pop,Apple Music,Ingles,Jueves,2023,196,115,0.537,0.233,0.401,0.226,-10.3,3,3,24,1.4,170749.0,Warner,0
Hip-Hop,Tidal,Ingles,Martes,2024,209,109,0.561,0.574,0.669,0.174,-4.6,12,0,8,17.96,,Warner,1
Reggaeton,Apple Music,Coreano,Sabado,2019,249,130,0.685,0.327,0.699,0.01,-7.9,28,0,25,11.36,,Independiente,3
Electronica,Spotify,Espanol,Viernes,2012,260,167,0.686,0.139,0.82,0.272,-3.7,31,0,24,43.39,298079.0,Sony,3
Cumbia,Spotify,Espanol,Viernes,2024,173,129,0.421,0.789,0.708,0.296,-3.9,38,0,33,0.71,424492.0,Independiente,1
Electronica,Apple Music,Espanol,Jueves,2011,160,124,0.753,0.204,0.382,0.148,<null>,68,0,48,13.65,99084.0,Universal,2
Metal,Apple Music,Ingles,Sabado,2023,223,102,0.368,0.654,0.444,0.254,-6.0,36,2,27,8.69,,Independiente,0
Reggaeton,YouTube Music,Ingles,Sabado,2022,213,139,0.392,0.525,0.288,0.095,-3.7,19,2,4,4.58,18766.0,Universal,0
Electronica,Spotify,Espanol,Lunes,2020,240,121,0.532,0.615,0.946,<null>,-9.0,91,1,22,1.01,44626.0,Warner,2
Pop,Spotify,Ingles,Miercoles,2016,152,164,0.782,0.214,0.863,0.335,0.7,74,0,17,34.87,163809.0,Independiente,3
Rock,Spotify,Espanol,Viernes,2016,196,152,0.512,0.473,0.325,<null>,-8.7,35,0,49,8.77,26077.0,,1
Hip-Hop,Spotify,Espanol,Sabado,2010,218,120,0.649,0.103,0.223,0.034,-8.6,63,0,49,9.86,393276.0,Independiente,3
Reggaeton,Spotify,Coreano,Domingo,2018,170,124,0.992,0.412,0.471,0.377,-12.4,98,2,38,0.65,327805.0,Warner,3
Pop,YouTube Music,Ingles,Martes,2015,229,117,0.543,0.093,0.534,0.175,-10.7,6,0,46,0.36,296021.0,Warner,0
Pop,Spotify,Espanol,Sabado,2019,258,98,0.622,0.556,0.769,0.171,-7.6,4,3,8,20.57,363655.0,Independiente,2
Rock,Apple Music,Espanol,Martes,2011,171,133,0.173,0.453,0.778,0.079,<null>,75,0,29,19.66,74767.0,Warner,2
Cumbia,YouTube Music,Espanol,Domingo,2018,241,113,0.898,0.942,0.707,<null>,-9.1,71,0,4,13.54,459719.0,Warner,1
Rock,Spotify,Ingles,Martes,2010,205,160,0.466,0.424,0.612,0.496,-10.0,40,0,28,9.8,,Warner,0
Reggaeton,YouTube Music,Ingles,Jueves,2011,185,119,0.43,0.117,0.73,0.155,-7.9,58,1,29,3.97,176824.0,Universal,1
Pop,Apple Music,Coreano,Domingo,2010,191,93,0.468,0.493,0.348,0.134,-10.7,38,1,33,6.77,227481.0,Universal,0
Electronica,Apple Music,Ingles,Lunes,2010,246,126,0.597,0.892,0.343,0.001,-6.8,91,1,6,5.92,261194.0,Universal,1
Rock,YouTube Music,Ingles,Miercoles,2017,193,134,0.656,0.924,0.21,0.199,-5.7,85,1,38,3.57,491547.0,Independiente,0
Rock,Spotify,Portugues,Martes,2015,194,128,0.875,0.387,0.821,0.291,-5.6,85,1,39,3.91,,Sony,3
Reggaeton,Tidal,Ingles,Martes,2012,250,124,0.871,0.266,0.828,0.191,-6.9,8,1,19,6.63,272025.0,Universal,1
Pop,Apple Music,Espanol,Viernes,2018,241,115,0.555,0.523,0.82,0.009,-12.0,18,0,32,0.42,,Sony,0
Pop,YouTube Music,Ingles,Lunes,2015,191,123,0.646,0.403,0.511,0.081,-4.8,31,0,22,4.37,488684.0,Universal,0
Rock,Tidal,Ingles,Viernes,2022,284,121,0.521,0.831,0.584,0.244,-7.2,18,0,9,3.63,196954.0,Sony,0
Pop,YouTube Music,Ingles,Jueves,2018,245,95,0.366,0.348,0.658,0.259,-4.7,16,1,48,6.02,256407.0,Warner,1
Pop,YouTube Music,Espanol,Jueves,2022,271,157,0.644,0.449,0.342,0.172,-2.5,64,0,30,16.01,71582.0,Universal,1
Rock,YouTube Music,Espanol,Miercoles,2021,280,124,0.727,0.434,0.619,0.114,3.6,46,0,1,7.44,224039.0,,1
Clasica,Apple Music,Espanol,Domingo,2018,187,118,0.624,0.653,0.947,0.141,-11.6,39,1,23,2.0,435233.0,Sony,0
Reggaeton,Apple Music,Espanol,Jueves,2024,182,151,0.704,0.356,0.412,0.062,-4.6,47,2,3,8.02,,Universal,0
Reggaeton,Spotify,Frances,Domingo,2011,137,90,0.392,0.212,0.268,0.035,-1.8,53,1,49,1.24,199937.0,Independiente,2
Rock,Spotify,Ingles,Miercoles,2019,269,162,0.42,0.424,0.672,0.012,-10.7,21,1,24,5.4,,Universal,0
Cumbia,YouTube Music,Ingles,Viernes,2017,144,102,0.444,0.545,0.557,0.36,-6.5,54,0,35,6.22,366281.0,Universal,1
Hip-Hop,Spotify,Ingles,Martes,2022,220,146,0.889,0.25,0.456,0.049,-4.8,23,0,22,4.26,367436.0,Independiente,1
Pop,Spotify,Ingles,Martes,2023,164,98,0.404,0.772,0.789,0.077,-5.9,72,0,37,5.97,190274.0,Independiente,3
Electronica,YouTube Music,Coreano,Domingo,2012,205,100,0.775,0.127,0.461,0.118,<null>,39,0,20,7.68,451323.0,Independiente,0
Pop,Spotify,Ingles,Lunes,2015,209,130,0.559,0.507,0.254,0.007,-4.2,47,0,38,9.01,420057.0,Sony,2
Rock,Spotify,Ingles,Jueves,2015,281,122,0.517,0.737,0.373,0.242,-7.3,47,0,43,0.28,154064.0,Sony,0
Reggaeton,Apple Music,Ingles,Lunes,2010,235,99,0.088,0.749,0.606,0.392,-3.9,73,1,39,2.81,85346.0,Warner,0
R&B,Apple Music,Frances,Lunes,2020,327,101,0.622,0.676,0.381,0.112,-5.7,17,0,42,26.78,498415.0,Universal,2
Reggaeton,YouTube Music,Frances,Martes,2021,218,110,0.736,0.872,0.91,0.166,-8.1,57,0,41,0.31,61764.0,Sony,2
Jazz,Apple Music,Frances,Jueves,2019,222,139,0.692,0.417,0.839,0.034,-5.7,60,1,33,10.34,482265.0,,2
Cumbia,Apple Music,Espanol,Martes,2023,166,123,0.641,0.128,0.63,0.07,-10.5,68,2,46,48.8,438415.0,Sony,3
Pop,YouTube Music,Espanol,Domingo,2019,182,129,0.321,0.311,0.668,0.104,-12.5,38,0,42,1.19,122253.0,Independiente,0
Rock,Apple Music,Espanol,Sabado,2010,152,107,0.558,0.613,0.971,0.102,-11.5,28,2,23,28.84,205966.0,Universal,3
Hip-Hop,YouTube Music,Ingles,Lunes,2018,208,127,0.794,0.555,0.95,0.502,-11.6,18,0,31,10.38,155817.0,Universal,2
Hip-Hop,Tidal,Ingles,Jueves,2010,178,90,0.944,0.406,0.478,0.306,-13.4,51,0,0,4.18,,Universal,1
Hip-Hop,Apple Music,Espanol,Sabado,2013,193,100,0.512,0.2,0.718,0.057,-2.0,82,0,39,1.65,355208.0,Universal,1
Cumbia,Spotify,Ingles,Sabado,2023,158,137,0.512,0.076,0.269,0.135,-6.0,33,0,50,8.84,243227.0,Sony,2
Jazz,Spotify,Espanol,Sabado,2015,178,124,0.898,0.767,0.39,0.111,-0.5,48,0,13,4.25,84140.0,,0
Electronica,YouTube Music,Frances,Domingo,2023,210,154,0.467,0.657,0.652,0.19,-6.5,47,1,8,14.89,161021.0,Independiente,1
Rock,Spotify,Espanol,Martes,2013,130,130,0.666,0.097,0.66,<null>,-3.0,13,0,43,2.15,310370.0,Universal,1
Clasica,Apple Music,Ingles,Miercoles,2015,282,92,0.679,0.164,0.65,0.043,0.3,64,0,50,15.61,356483.0,Independiente,2
Cumbia,YouTube Music,Ingles,Sabado,2018,264,134,0.777,0.318,0.747,0.0,-4.2,58,3,50,3.72,83550.0,Warner,1
Clasica,Apple Music,Ingles,Miercoles,2019,302,91,0.775,0.607,0.434,<null>,-4.8,11,0,11,7.81,178539.0,,0
Pop,Spotify,Espanol,Viernes,2016,170,131,0.268,0.163,0.286,0.125,-14.5,93,2,44,9.06,168185.0,Universal,3
Electronica,YouTube Music,Portugues,Viernes,2016,190,113,0.355,0.576,0.305,0.061,-6.9,55,2,2,2.22,375648.0,Sony,0
Pop,Spotify,Ingles,Jueves,2015,292,104,0.329,0.798,0.833,0.043,-6.6,38,0,19,2.99,209405.0,Universal,2
Rock,YouTube Music,Frances,Viernes,2014,280,118,0.781,0.446,0.404,0.048,-8.3,21,0,4,1.63,127161.0,Warner,0
Pop,YouTube Music,Frances,Domingo,2024,191,94,0.244,0.689,0.516,0.059,<null>,67,1,51,3.73,131353.0,Universal,1
Electronica,Spotify,Ingles,Jueves,2024,163,111,0.449,0.873,0.855,0.234,-0.2,84,0,42,10.0,460589.0,Universal,2
Jazz,Tidal,Frances,Lunes,2020,284,76,0.633,0.154,0.322,0.132,-6.2,8,0,39,7.46,,Independiente,0
Pop,Spotify,Portugues,Miercoles,2012,181,139,0.332,0.374,0.966,0.38,-10.2,62,0,41,11.8,357560.0,Warner,3
Hip-Hop,Deezer,Coreano,Jueves,2015,235,123,0.536,0.767,0.919,0.505,-8.7,35,0,16,8.05,350313.0,Independiente,1
Hip-Hop,Spotify,Frances,Domingo,2016,234,115,0.317,0.571,0.448,<null>,-15.4,40,0,34,0.98,448313.0,Warner,0
Hip-Hop,Spotify,Portugues,Domingo,2023,197,127,0.604,0.415,0.597,0.185,-12.9,94,0,41,3.72,,,2
Pop,Spotify,Ingles,Lunes,2020,159,95,0.847,0.735,0.833,0.064,-6.3,33,1,18,0.7,476123.0,Universal,2
Hip-Hop,Spotify,Espanol,Miercoles,2018,253,113,0.624,0.473,0.619,0.031,-12.8,36,1,38,25.5,148337.0,Independiente,3
Metal,YouTube Music,Frances,Martes,2015,156,130,0.907,0.379,0.623,0.113,-12.9,1,2,2,1.6,374458.0,Universal,0
Pop,YouTube Music,Ingles,Lunes,2024,149,101,0.309,0.732,0.313,0.538,<null>,89,0,14,0.12,134435.0,Warner,0
Pop,YouTube Music,Espanol,Martes,2015,211,141,0.676,0.395,0.758,0.531,-7.1,26,0,42,14.22,18782.0,Warner,2
Hip-Hop,Spotify,Espanol,Viernes,2010,155,113,0.763,0.163,0.522,0.11,-1.4,10,0,38,26.76,318835.0,Sony,3
Cumbia,Apple Music,Ingles,Domingo,2022,224,82,0.412,0.322,0.931,0.052,-1.3,15,0,51,0.61,315930.0,Warner,0
Electronica,YouTube Music,Ingles,Jueves,2010,270,122,0.924,0.595,0.406,0.174,-10.2,0,0,26,16.38,45581.0,Independiente,1
Electronica,Apple Music,Espanol,Miercoles,2018,251,111,0.603,0.481,0.275,0.175,-5.0,87,0,49,3.15,38284.0,Independiente,0
Hip-Hop,YouTube Music,Espanol,Domingo,2021,278,157,0.805,0.444,0.737,0.011,-2.0,99,0,20,1.86,183765.0,,1
Reggaeton,YouTube Music,Ingles,Viernes,2016,241,112,0.646,0.307,0.756,0.161,-7.9,17,1,38,0.32,286413.0,Warner,0
Pop,Spotify,Espanol,Lunes,2022,197,134,0.422,0.555,0.677,0.07,-7.0,84,0,2,13.31,363300.0,Universal,2
Electronica,YouTube Music,Ingles,Domingo,2014,156,110,0.689,0.203,0.536,0.26,-9.3,2,1,15,4.66,479031.0,Warner,0
Cumbia,YouTube Music,Portugues,Viernes,2020,163,85,0.271,0.374,0.334,0.217,-3.4,6,0,10,2.01,477098.0,Independiente,0
Electronica,YouTube Music,Portugues,Martes,2019,238,123,0.367,0.742,0.694,0.184,-5.3,64,0,16,25.16,290182.0,Sony,1
R&B,Spotify,Espanol,Domingo,2013,239,124,0.363,0.438,0.652,0.256,-8.8,39,0,32,7.52,,Sony,2
Jazz,Spotify,Espanol,Martes,2014,181,136,0.973,0.485,0.452,0.13,-6.6,36,1,2,3.57,357459.0,Warner,0
Pop,Spotify,Ingles,Sabado,2021,202,83,0.734,0.136,0.605,0.085,-9.2,20,3,15,11.4,488730.0,Independiente,2
Cumbia,Spotify,Ingles,Jueves,2018,236,127,0.969,0.691,0.731,0.291,-10.1,29,0,44,6.94,6435.0,Universal,0
Pop,Spotify,Espanol,Viernes,2019,192,126,0.602,0.74,0.285,0.132,-18.7,85,3,37,10.23,,,3
Reggaeton,YouTube Music,Ingles,Sabado,2018,281,124,0.572,0.279,0.352,0.074,-4.9,69,0,42,11.91,228103.0,Sony,2
Pop,YouTube Music,Frances,Miercoles,2012,221,67,0.674,0.512,0.71,0.122,<null>,69,0,42,7.48,473286.0,,2
Pop,Apple Music,Coreano,Martes,2020,239,138,0.929,0.603,0.238,0.022,-1.1,99,0,10,15.25,384749.0,,3
Hip-Hop,Spotify,Ingles,Lunes,2012,206,96,0.808,0.353,0.922,0.43,-4.8,96,0,1,3.61,386663.0,Independiente,2
Rock,Tidal,Espanol,Viernes,2017,226,136,0.7,0.688,0.983,0.317,-9.5,72,0,12,0.94,380819.0,Warner,0
Reggaeton,Spotify,Espanol,Miercoles,2021,149,152,0.68,0.165,0.927,0.05,-4.7,92,1,2,5.01,327208.0,Warner,2
Reggaeton,YouTube Music,Espanol,Miercoles,2010,208,134,0.503,0.546,0.454,0.099,-6.6,66,1,39,3.49,200608.0,Sony,2
Pop,Deezer,Espanol,Domingo,2018,179,123,0.673,0.577,0.387,0.118,<null>,19,2,21,6.2,399702.0,Sony,0
Pop,YouTube Music,Ingles,Miercoles,2016,310,114,0.456,0.315,0.321,0.037,-12.3,73,2,5,10.11,340912.0,Sony,0
Reggaeton,Deezer,Ingles,Miercoles,2013,216,121,0.597,0.381,0.519,0.118,-12.6,60,1,0,5.08,98420.0,Independiente,0
Rock,YouTube Music,Espanol,Sabado,2012,202,97,0.829,0.299,0.866,0.002,-7.8,91,1,12,0.16,147547.0,Sony,0
Jazz,Spotify,Frances,Martes,2012,225,126,0.76,0.583,0.815,0.069,-9.7,4,0,42,15.68,295342.0,Universal,2
Electronica,Spotify,Ingles,Jueves,2018,222,114,0.422,0.678,0.814,0.055,-7.4,1,0,51,2.95,140391.0,Warner,1
